"","CellSubset","160406_eha001_1758_1_patients_acute","160406_eha001_1758_1_patients_conv","160406_eha001_1760_1_patients_acute","160406_eha001_1760_1_patients_conv","160406_eha001_1773_1_patients_acute","160406_eha001_1773_1_patients_conv","160406_eha001_1785_1_patients_acute","160406_eha001_1785_1_patients_conv","160406_eha001_1790_1_patients_acute","160406_eha001_1790_1_patients_conv","160406_eha001_1793_1_patients_acute","160406_eha001_1793_1_patients_conv","160406_eha001_1794_1_patients_acute","160406_eha001_1794_1_patients_conv","160406_eha001_1800_1_patients_acute","160406_eha001_1800_1_patients_conv","160406_eha001_1802_1_patients_acute","160406_eha001_1802_1_patients_conv","160406_eha001_1822_1_patients_acute","160406_eha001_1822_1_patients_conv","160406_eha001_1823_1_patients_acute","160406_eha001_1823_1_patients_conv","160406_eha001_1824_1_patients_acute","160406_eha001_1824_1_patients_conv","160406_eha001_1857_1_patients_acute","160406_eha001_1857_1_patients_conv","160407_eha001_1828_1_patients_acute","160407_eha001_1828_1_patients_conv","160407_eha001_1829_1_patients_acute","160407_eha001_1829_1_patients_conv","160407_eha001_1838_1_patients_acute","160407_eha001_1838_1_patients_conv","160407_eha001_1839_1_patients_acute","160407_eha001_1839_1_patients_conv","160407_eha001_1842_1_patients_acute","160407_eha001_1842_1_patients_conv","160407_eha001_1844_1_patients_acute","160407_eha001_1844_1_patients_conv","160407_eha001_1847_1_patients_acute","160407_eha001_1847_1_patients_conv","160408_eha001_1862_1_patients_acute","160408_eha001_1862_1_patients_conv","160408_eha001_1863_1_patients_acute","160408_eha001_1863_1_patients_conv","160408_eha001_1864_1_patients_acute","160408_eha001_1864_1_patients_conv","160408_eha001_1878_1_patients_acute","160408_eha001_1878_1_patients_conv","160408_eha001_1879_1_patients_acute","160408_eha001_1879_1_patients_conv","160408_eha001_1880_1_patients_acute","160408_eha001_1880_1_patients_conv","160408_eha001_1882_1_patients_acute","160408_eha001_1882_1_patients_conv","160408_eha001_1885_1_patients_acute","160408_eha001_1885_1_patients_conv","160408_eha001_1886_1_patients_acute","160408_eha001_1886_1_patients_conv","160408_eha001_1889_1_patients_acute","160408_eha001_1889_1_patients_conv","160408_eha001_1890_1_patients_acute","160408_eha001_1890_1_patients_conv","160408_eha001_1891_1_patients_acute","160408_eha001_1891_1_patients_conv","160408_eha001_1897_1_patients_acute","160408_eha001_1897_1_patients_conv","160408_eha001_1910_1_patients_acute","160408_eha001_1910_1_patients_conv","160408_eha001_1912_1_patients_acute","160408_eha001_1912_1_patients_conv","160408_eha001_1914_1_patients_acute","160408_eha001_1914_1_patients_conv","160408_eha001_1918_1_patients_acute","160408_eha001_1918_1_patients_conv","160408_eha001_1920_1_patients_acute","160408_eha001_1920_1_patients_conv","160408_eha001_1924_1_patients_acute","160408_eha001_1924_1_patients_conv","160408_eha001_1937_1_patients_acute","160408_eha001_1937_1_patients_conv","160411_eha001_1925_1_patients_acute","160411_eha001_1925_1_patients_conv","160411_eha001_1938_1_patients_acute","160411_eha001_1938_1_patients_conv","160411_eha001_1948_1_patients_acute","160411_eha001_1948_1_patients_conv"
"11","Basophil",0.000701325325037314,0.00048079724925695,0.00307473982970672,0.00415649764349192,0.000266044531761624,0.0110576285319032,0.00207064828080229,0.00140121235329698,0,0,0,0.00196249064414816,0,0.00244872090343397,0,0,0.00486771904735713,0.00894423778775969,0.000594156298056759,0.00279782888478541,0,0.000651563269206637,0,0.0136626919217062,0.000829734673480548,0.00352485019386676,0,0,0.000129306798011026,0.00390627087396799,0,0.00103735622356737,0.00163840419431474,0.00237332930108411,0,0.00177328919813551,0,0.0042103272177038,0,0.00260075671530576,0,0.00268813233882283,0.00151304490062975,0.00112801032317931,0,0.00297844160653813,0.0010602096479078,0.00547182088348218,0.000257590328341805,0.00125449128333095,0.00132746159843233,0.00223554566309012,0,0,0,0.00146510977279755,0.000587469435711791,0.00265079523857157,0,0.00161287262101288,0,0.00290970032066085,0.00315115943423458,0.00409779493161771,0.000173569387700606,0.000963472694216342,0,0,0,0,0,0.000986492910475768,0.000294808687029311,0.000613594332619619,0,0,0,0.00125311763540745,0,0,0.00356982579250133,0.00603015970570683,0.00199856846723742,0.000143506338196604,0.0016735194402366,0.00212105862985944
"12","CD4+ CD8+ T Cell CCR4hi CXCR5hi",0,0.00473512442450026,0,0,0.00296741977734119,0.00265781045689704,0.00982718481375358,0.0142079451351387,0.00141801010504288,0.00655870648429923,0.0127462733832478,0.00596267686588812,0,0.00918990550818161,0.00568898150560042,0.0053616919116699,0.00628403278147517,0.0043295550252667,0.00548720816440654,0,0,0,0,0.00530229397308552,0,0,0,0,0,0.00704304379191493,0,0,0,0,0,0.000101330811322029,0.00987689479747835,0.00565159825988273,0,0,0.00359662944440639,0.00814120079757773,0.0172568904882637,0.010189789911702,0.00780792504391958,0.00781173989322805,0,0,0,4.43162681611476e-05,0,0,0,0,0.00247011164904654,0.00752065142167184,0.00350893906195421,0.0094063933465754,0.00249587375709512,0.00382029436506581,0.00389393658446134,0.00800662435175044,0,0.00640111295460758,0.004472749606131,0.00777228181777869,0.00824392099280868,0.00911353223139576,0,0.00704527254932095,0,0.0197691749559474,0.00409158723210377,0.00704131678201954,0.0100038437417815,0.00929696015797989,0.00153163345226699,0.00898202382540433,0,0.00346337838130353,0,0.00458719682191878,0,0.00349198756278402,0.00907451489576571,0.00598961630999114
"13","CD4+ CD8+ T Cell CCR4hi CXCR5lo CD27hi",0,0.0436457058492142,0.0166863765373699,0.01937380073159,0.00679436804191225,0.0182967272451629,0.0210870343839542,0.026797098359015,0.00861131379324587,0.0371743637762097,0.0277092899635821,0.036306076916741,0.0105400671001455,0.0335734040101406,0.0338629851523834,0.0411596548244113,0.0264080633628513,0.0342372613700168,0.019642108206347,0.01916512786078,0,0.00648667432454608,0,0.0191269784826431,0,0.000994791054713508,0,0,0,0.00940497501803511,0,0,0,0,0,0.00107241775315814,0.0257342947016867,0.0367089086438434,0,0,0.0242515585394259,0.0308633040395835,0.0341457430277255,0.0408954488118195,0.0206073450266306,0.0216243020748659,0,0.000521306996548719,0,0.000327258595651551,0,0.000146114095626805,0,0,0.0243058986266179,0.0322029655588768,0.033215839446191,0.0464103516769317,0.0107081035385049,0.0372731700220742,0.0158141506185267,0.0216709993270081,0,0.0328202518763516,0.0182915431653716,0.0330483227915714,0.0274296126595491,0.0184942908202179,0.0317373433783501,0.0322011825704325,0.0334628181232254,0.0525557672305641,0.0373156329006495,0.0580168459534956,0.0167000465295058,0.0302126765175992,0.00663127665129232,0.0212989574869736,0.0413800220143093,0.0251852546665416,0.00432458896005875,0.0242898752104321,0.0181265512144789,0.0207079646017699,0.0163889490009377,0.0261744966442953
"14","CD4+ CD8+ T Cell CCR4hi CXCR5lo CD27lo",0,0.00671659187598345,0.00206953642384106,0.0119013802818534,0.00454322200392927,0.00523981883302697,0.0179195021489971,0.0194820736202192,0.00617453914671586,0.00980670835702104,0.00929674953063856,0.00326604282383782,0.010777589739022,0.00560036874855958,0.0130763219588434,0.0105233206923073,0.00724657609592432,0.00347417181358787,0.00678037187194184,0.0105058474623692,0,0.00153961987316235,0,0.00300674047207011,0,0.000187992010339561,0,0,0,0.00289630480669036,0,0,0,0,0,0.000189995271228805,0.0110807627085734,0.00868167202572347,0,0,0.0120572720422005,0.008791078945425,0.0151304490062975,0.00325644111293152,0.0124926800702713,0.0113080348876258,0,0.00016742706458499,0,0,0,0.000438342286880415,0,0.000453326645961535,0.0191680663966011,0.0057242354188447,0.0113842050109555,0.0093349433401449,0.00454893120244757,0.00457929324554246,0.00474159624910598,0.00700373444530951,0,0.00718061423618347,0.00472642794200112,0.00553492890861522,0.00261824100200791,0.00309537197352232,0.00271693155920025,0,0.0120368596164231,0.00859249622023097,0.0115600739701797,0.0116625831892316,0.00253889259776254,0.00208717244345816,0.00616134366025585,0.00428081153514995,0.00285498073747936,0.00391433910803576,0.000673167149443107,0.00428435275988919,0.0129302731996616,0.00809375747428845,0.00692490802856525,0.00559706217550969
"15","CD4+ CD8+ T Cell CCR4lo CXCR5hi",0,0.00234570779182936,0,0,0.00126882776686313,0.00177187363793136,0.00430918696275072,0.0105264990143646,0.00201687845037653,0.00396699327826639,0.00501029202198647,0.00829044861533393,0.00967904753421811,0.00471882922332335,0.00973170096379265,0.00827816777738753,0.00444832517463286,0,0.00230672445127918,0.00812769291030161,0,0.00204639130476751,0,0,0,0,0,0,0,0.00643385791006493,0,0,0,0,0,0.000130885631290955,0.00516498168308501,0.00355967467372801,0,0,0.00332260053435637,0.00685030647662654,0.00486627954526867,0.00495280625190297,0.0071107888792839,0.00504043964183377,0,7.61032111749955e-05,0,7.84057052081842e-05,0,0.000146114095626805,0,0,0.00909001086849126,0.0114042966736855,0.00412816360229907,0.00493719544434759,0,0.00464254315224885,0.00513893671690816,0.00471754133621884,0,0.00377029612928895,0.00348473924537371,0.00427717375968008,0.00303397521516457,0.011151133206772,0.00390123505936446,0,0.0113400804779905,0.00925730665989942,0.0034930362614685,0,0.00777851955250754,0.00523992707116427,0.0035157949699765,0.00420804986599726,0.0106803797468354,0.00420656165895824,0.00197870343927216,0.0121672055509535,0.00824525688576555,0.00576895479550347,0.00529466926350718,0.00455869317462327
"16","CD4+ CD8+ T Cell CCR4lo CXCR5lo CD27hi",0,0.0528876974182645,0.032166508987701,0.0757097060306897,0.00988457760314342,0.0415442778904281,0.0199118015759312,0.0406264550632939,0.0214560072690227,0.079118315888038,0.0709131624782284,0.0790976840461687,0.0561444137644369,0.135209725743259,0.0617139880177129,0.093696233033535,0.0618777845003025,0.0929648020774846,0.0307563260170558,0.104359017402496,0,0.0612662528837708,0,0.0601150542477617,0,0.0037520072063604,0,0,0,0.099874422208566,0,0,0,0,0,0.00184928730662703,0.0599603888622801,0.0842330243994704,0,0,0.0376447215181202,0.100264382246511,0.112047108857447,0.195470560090473,0.066144279300633,0.0951751756778387,0,0.00197107316943238,0,0.00161924825973424,0,0.00334601278985384,0,0.00169756361040915,0.0450548364786088,0.0927142078836158,0.0384236766060144,0.0717679589591163,0.0116339921903305,0.106531817865569,0.0333236205663426,0.101275385650757,0,0.0629907407156796,0.0132446794306924,0.0508221768032863,0.0614402094592802,0.104741597679584,0.0684109433624267,0.102055343002046,0.08422317835804,0.145743604773768,0.0736664373710212,0.129532767224623,0.0614088325140094,0.087504826891775,0.0182403620224524,0.0817315660332359,0.0910842047330765,0.118609886502204,0.0215209497776509,0.107046468749165,0.0667242998038614,0.0766276010523798,0.0967611628074731,0.0876028871723439
"17","CD4+ CD8+ T Cell CCR4lo CXCR5lo CD27lo",0,0,0,0.0226201587237175,0.00163719711853307,0.00418332733233527,0.00702901146131805,0.00363793020918099,0.00423337968253094,0.00206083001705515,0,0.0009919888839946,0.0046316914580921,0,0.00588694972649127,0.00337884399077042,0.00692343655464496,0.00172831274564851,0.00304068223123165,0.00339936209501427,0,0.00114868191163837,0,0.00182142885364562,0,0.000610974033603572,0,0,0,0.00177946402329869,0,0,0,0,0,0,0.00200644651849167,0.0067410629846794,0,0,0.00113036925395629,0.00121409053984196,0,0,0.00220295028024874,0.00142488144295923,0,0.000418567661462475,0,0.000115904085959924,0,0.00104715101865877,0,0.00222805223866201,0.00780555281098706,0.00452785181040449,0.00547775554920453,0.0031688077851927,0.00169075319029025,0.00610994098783704,0.00484755370718656,0.000742270489964503,0,0.00211385590594018,0.0049267003124249,0.00428523629268607,0,0,0.00434908092077109,0.00283913968405471,0.00766457052275855,0,0.00150084422487649,0.00488730031366256,0,0,0.00563919589243756,0.00196052275216971,0.00208104017611447,0.00208524240040983,0.00471217004610175,0.00756219437244475,0.0109131133978453,0.00366419516861995,0.00102430931255861,0.0018298087881474
"18","CD4+ T Cell (Central Memory) CXCR5hi",0.015357226348253,0.00660003496707267,0.00241248817407758,0.00107245755097072,0.0154919777341192,0.0115503420568895,0.0102636998567335,0.0243645589009621,0.0101119264286796,0.00941795137611611,0.0168178425207537,0.0161583171284608,0.00819453104123987,0.00498962894676193,0.0143370669445168,0.0125773021709073,0.01046422088994,0.00345662549129702,0.0224031874737872,0.00882715013149796,0.00585387819430373,0.00784771759799994,0.0157370465983468,0.00855004780756861,0.0017726149842539,0.00800532644029295,0.00403114133612333,0.0124459159182253,0.0259318905829386,0.00572848478371229,0.0204354622959274,0.0209010179770414,0.0295424756287376,0.0156008599209767,0.0390170764089182,0.0217354590285753,0.0106147493236334,0.010096463022508,0.0314320800564367,0.0269010120886355,0.0106871274919504,0.00847204785466361,0.0157029524822115,0.00819764828696119,0.0211650539583391,0.0145187258923555,0.0163819490757366,0.0156087686119916,0.0242993543069103,0.00617018810551363,0.024210371057123,0.0167836391176657,0.0263918656232866,0.0172601709137908,0.0100780555281099,0.0168634871085065,0.0111142866215744,0.0137934237414081,0.00583712410933537,0.0077670885435444,0.0135890439988345,0.014703553661208,0.0232608486481285,0.00898321094982773,0.00475313092472429,0.0218333393802331,0.0119147656408941,0.00834525645379489,0.00507558642927519,0.00489771817292059,0.0118626648318149,0.0185146133197988,0.00735234998257949,0.00468562944909527,0.0190062915983897,0.0151185582379768,0.00671830127926203,0.00495183581733587,0.0134321684094662,0.00402617736826535,0.00691526253518828,0.0124166065432132,0.00774329085213382,0.00362114326716097,0.0146721488855226,0.0110864885399519
"19","CD4+ T Cell (Central Memory) CXCR5lo CCR4hi PD1hi",0.008182128792102,0,0.00807710501419111,0.00128115199332178,0.00485019646365422,0,0.00196991404011461,0.00423844978916541,0.00806063025730688,0.00565578704477812,0.00698952701938519,0.00495636323266616,0.00130637451382085,0.00142313897211339,0.00362594425631675,0,0.00448957703096639,0,0.00293583111980987,0.00195848021934978,0.00555367931254456,0.00176163402415128,0.00413309343138022,0,0.00469554394765129,0.00195825010770376,0.00924700741606918,0.00236371216138002,0.00238629818147621,0.000502311165735966,0.0114425695821045,0.00774597311993434,0.0116941099369214,0.00497018546155009,0.010392345373804,0.00545497534283591,0.00265368733090834,0,0.0160165129464636,0.00907913679473916,0,0,0.00318966222294921,0.000600252279943745,0.00290008644488441,0.00144371247524504,0.00355683236717454,0.00502661709810846,0.00752163758758071,0.00076360338985362,0.0100507806738448,0.00314145305597631,0.00251707122563924,0,0.00335935184270329,0.00202096800318054,0.00325489822488965,0.00594106803469612,0.0020128014170122,0.00383926933707773,0.00543031972662976,0.000900621527823597,0.00868372943327239,0.00271742807882707,0.000774386498971935,0.00428926755918907,0.0029720573536306,0.00129159406089421,0.00463769269812203,0.000986823479927849,0.00454648387827268,0.00141897712122783,0.00836184639574046,0.00160907604707942,0.0010519714349295,0.00140285360953745,0.0012531546427639,0.00187967645311117,0.00515960374243258,0.00100654434206634,0.00130553628982906,0.00322439854278563,0.00419234594755385,0.000392250657737383,0,0.00129162973280993
"20","CD4+ T Cell (Central Memory) CXCR5lo CCR4hi PD1lo",0.0404610764444604,0.0189793500009713,0.0296712393566698,0.0141042660622257,0.0140594302554028,0.0311451799351892,0.00879745702005731,0.0174977480515751,0.0116538403293088,0.0177114336354212,0.010993236671266,0.0173401089397179,0.00905555060716725,0.00617077667665361,0.0222349570200573,0.0251723877312396,0.0214028381277157,0.0117604225154408,0.0272263385991892,0.0470594818420905,0.0257045292506285,0.0320810448179001,0.0226863803489009,0.0121889544761318,0.017122706443644,0.0270081854854502,0.0447733636951103,0.0089205849378109,0.0298346048501804,0.00305127314505571,0.036793501909781,0.0328135152696556,0.034723928893258,0.0277041819245663,0.0470059057821728,0.0283684050530298,0.00954032957502168,0.0137204463779081,0.0311185430982677,0.0295958156392653,0.012947865999863,0.00840115205671664,0.0202829802895232,0.00904148120224442,0.0217506483366331,0.0174940289935127,0.0221960019836181,0.0372829631546303,0.0293824701195219,0.00606451085066781,0.0562380159716808,0.0227256123398224,0.0262174151423018,0.0210845116611046,0.0188716529987155,0.0177985069132567,0.018195674954749,0.0273617799625602,0.00776941346966708,0.0158061516859263,0.0106752139016185,0.0156899486678719,0.0230684114307707,0.0152733532358776,0.00556757189778098,0.0241069736879235,0.0126754707968829,0.00431459222928021,0.0170081906031986,0.0115911315306279,0.0173672200254324,0.0187219198009858,0.0250766055906447,0.0235182555041128,0.017286722906678,0.0138232404451983,0.00558698111565573,0.00423634607066775,0.015685195376995,0.00606451985309503,0.0115866345722329,0.0180370360473506,0.0165927661117153,0.00508012437215977,0.0138498160571305,0.0115676839306066
"21","CD4+ T Cell (Central Memory) CXCR5lo CCR4lo PD1hi",0.0044956751604956,0,0.00609035004730369,0.0021217268305691,0.00270137524557957,0,0.00113046203438395,0.0025848451486286,0.0149854757217396,0.00634969735478046,0.00560971747834151,0.00255696773708355,0.0051364270657047,0.000553122839363909,0.001385777546236,0,0.00378142016390738,0.000570255474452555,0.00622116594435901,0,0,0,0.00265978252366424,0,0,0.00719852739591901,0.00893928670338801,0.0081029995669226,0.00242156367184286,0.000529029844764475,0.00383567825428291,0.00136224251336594,0.00629761612189727,0.0019854444568626,0.00763402463031635,0.00570408025400257,0.000854357872390001,0.00128617363344051,0.0034750346197058,0.00536790398541551,0.00435020894704391,0,0.00188108284943159,0.000608951588348726,0.00471264047293717,0.00115496998019603,0.00160741462747311,0.00244291307871736,0.00236983102074461,0.0014931173426602,0.0088076023515034,0.00380870742600539,0.0139560384787918,0.00108026775207855,0.00187728485327537,0,0.00306436759709123,0.00197916517812487,0.00221408155871342,0.00286522077379936,0.00214563852613176,0.00146474710019662,0.00635042817280862,0.00159689498656172,0.00257683783278592,0.0017576321953068,0.00155679194713984,0.00049548220439476,0.00170181427334521,0.00103131142369509,0.00130646088456112,0.00144042261928165,0.00346623547173857,0,0,0.00291324303583387,0.00247149943433992,0.000472950849492487,0.00189185470555861,0.00136370523763826,0.00161152135775774,0.00270778220167633,0.00109688874015821,0.000291796220999761,0.0032171968549376,0.00218437381284032
"22","CD4+ T Cell (Central Memory) CXCR5lo CCR4lo PD1lo",0.0241687496628244,0.018663675039338,0.0304280983916746,0.0296230166781642,0.0177431237721022,0.0279662301730183,0.00511506088825215,0.0170190730240512,0.0207883034816967,0.0405059693007391,0.011671831527517,0.0152200460540688,0.0140435260235741,0.00686218022585849,0.0282573586871581,0.0311653899675009,0.0425169132610968,0.0272669848399775,0.0571438557248707,0.0265513961166135,0.0224773912717175,0.0680183789105862,0.0323867636704999,0.0367486112098871,0.0242131663806596,0.0398543061919868,0.0372803643413238,0.0887565821693535,0.0516286778967662,0.0078713228417987,0.0193879031088333,0.0236084037253628,0.0216576554435979,0.0176126016554136,0.0374147324085519,0.0366395325271904,0.0102264048361833,0.0276035558918101,0.0406552922425731,0.0342619855457248,0.0270261012536823,0.00811756886492873,0.0133720454731332,0.012431311710719,0.0354145171634924,0.0209181383641482,0.0239915183228167,0.0712059695358846,0.0270126390987773,0.00748944931923394,0.0994542657873111,0.0721706222999333,0.0364601505258436,0.0404280560967611,0.0165991502815927,0.0455030701043983,0.0184973484487631,0.0448920390402835,0.0161024113360976,0.029853955965415,0.0172975550316548,0.0368891938612581,0.0201818531704032,0.0194279868026102,0.004472749606131,0.0181568243294996,0.0173370012295118,0.00501049420174477,0.024551905335337,0.0209659545899425,0.0282195551065201,0.0202195304150776,0.0275958798252589,0.0330868943974117,0.0205741336408327,0.0229246809363437,0.00802367069880776,0.00458398515661949,0.0173706659328564,0.00768437078351721,0.0183183060666639,0.0218047724661305,0.0229231155358487,0.00391293948816073,0.0266897496934285,0.0156198556413828
"23","CD4+ T Cell (Effector Memory)",0.0156809149598087,0.00373953416088739,0.00378429517502365,0.00351882018075258,0.00755157170923379,0.00886410581970475,0.0173822528653295,0.0141383196765897,0.0235899059707862,0.00943467210647761,0.0065823701056346,0.0038963317898416,0.0160030877943054,0.00242567411846047,0.0141495181036728,0.00669544611855297,0.00838100214509653,0.00363647529477821,0.0236264504403747,0.00970846623020536,0.0124582535930054,0.00487465853258299,0.00932227698245065,0.00304229982062284,0.0284749853853552,0.0154466768495672,0.00953934209311629,0.00439553323160736,0.00627725728526255,0.000737435541186844,0.0203709971151832,0.0159251279596001,0.0250368640943721,0.0191641410322996,0.0311655908071236,0.0149927379585219,0.00915198508757168,0.00850387743521846,0.0385911739346275,0.0137019004695107,0.0170925532643694,0.00397311867661177,0.00854665903328699,0.00177465891461629,0.0127436490895402,0.00523502697545375,0.0143299304023667,0.0109512520880819,0.00695493886522874,0.00157834093527779,0.01879517056828,0.00828953969189408,0.0115137317450032,0.00523736954802369,0.0178836083390969,0.00618806414088613,0.0113365723540059,0.00846682576201432,0.00849402197979147,0.00487656780706248,0.00871500092712776,0.00434145762130349,0.0228519195612431,0.00496661406837417,0.00619509199177548,0.00980000886878631,0.00301628439758343,0.000829515151177745,0.00432917666026413,0.00200195746952576,0.00712456669047329,0.00433913910622313,0.00248353984830753,0.00126580649036914,0.00178025935141915,0.00171079708480177,0.00906796623444435,0.00153607968211235,0.00454045129334067,0.000887490710209029,0.00795561176614581,0.00477424756611353,0.0130325255398459,0.0024874431954078,0.0044434826516627,0.00415980752184374
"24","CD4+ T Cell (EMRA)",0.00230178568217375,0.000791615673019018,0.00205771050141911,0.00371592048741746,0.00163719711853307,0.00144497716462317,0.00500313395415473,0.0025848451486286,0.00152814681223068,0.000280072233555162,0.00105182202718903,0.000766374083663698,0.00124699385410172,0.0024429592071906,0.00177129460797083,0.000773577439992175,0.00193196193828722,0.0014300252667041,0.00279602963791416,0.0011890772760338,0.00281436451649218,0.000912188576889292,0.00104305197006441,0.000817865016712894,0.00827848912859002,0.00321936317706497,0.00373880665907622,0.00167969271741902,0.00420834851708613,0.00201458839874957,0.00253025834421183,0.00181252351150781,0.00319488817891374,0.00281380870045429,0.00204871125761113,0.00250793758022023,0.00300319736961334,0.00128617363344051,0.00452015781360228,0.0021305225386858,0.00143865177776255,0.00326120670556089,0.00445734849104441,0.00158617389917502,0.00167312679512562,0.00134641880843505,0.00261632380854666,0.000692539221692459,0.00300522049732106,0.00397482835968447,0.00147495733159148,0.0013247678003497,0.00254199272292279,0.00181812920773935,0.00276652504693212,0.00120374596910753,0.00266742878917786,0.00061089755498078,0.00305945815385854,0.00165714755570736,0.00235755344229292,0.000646600071257967,0.0107764841720389,0.00111511988892107,0.00209618414376886,0.00131016161347411,0.00115874855156431,0.00156438763410031,0.00140325036574079,0.00128610601072564,0.00170710888915986,0.00125456163614853,0.00199219203659201,0.00546656769061115,0.00134530962351561,0.00788433056510072,0.00240187973196415,0.00290642445115469,0.00123830489818382,0.00322166343177505,0.00210109746644364,0.000863996294613829,0.00745512516616005,0.00742884477397752,0.00203419173339104,0.000905407116626567
"25","CD4+ T Cell (Naive) CCR4hi",0.0493445305615997,0.0325096645103638,0.031953642384106,0.0193853948672761,0.00462508185985593,0.018884193371108,0.0123343481375358,0.0116405063511473,0.00303564299186365,0.00471106577935324,0.00465968467959013,0.0134867513975583,0.013984145363855,0.0337693016824153,0.0199218546496483,0.0236163411565427,0.00801661074748364,0.015335485682201,0.0454354816161051,0.00151082759778412,0.00544110473188487,0.00268830178480072,0.00584109103236069,0.0120309129270085,0.00808991306643535,0.02354599929503,0.0442963965904545,0.00424173004302442,0.0513700643007441,0.0390840836829027,0.0117165466002675,0.0241327815966166,0.02056197263865,0.0242658128817214,0.0246188710341986,0.0306779031277444,0.020465754488615,0.0173066010970305,0.0189428578893737,0.0409537795976242,0.0012673837089813,0.0192157152352116,0.0334914533409667,0.0338403096953792,0.00708290343269847,0.0139569334291624,0.0140392277569726,0.0136757470481467,0.0408023080093419,0.0465900336121849,0.0150867064202786,0.0283802278405798,0.0212081941883068,0.0416530025656359,0.00306293844481771,0.00969991017919986,0.0124162459115303,0.0097493533774418,0.00454893120244757,0.0117455076753762,0.00680776668167731,0.0123942676924295,0.025979024343308,0.0154871747679766,0.00716975086117119,0.0169434131120974,0.0186018946865629,0.0283593971818754,0.0162319244434271,0.0197971349764214,0.0171930252408243,0.0204018171485351,0.0257555589304698,0.0316751983454407,0.00676700855738302,0.0103283264005318,0.000800626577321382,0.0243953707409159,0.0231666208035223,0.0271478357492803,0.00128513728530048,0.0149284308223998,0.0325441311804568,0.0324754843338914,0.00957945610618192,0.012245156388502
"26","CD4+ T Cell (Naive) CCR4lo CD127hi CD38hi",0.0312719164164074,0.0322279853138295,0.0399361400189215,0.0501388397748419,0.0270342174197773,0.0664073603820425,0.013106643982808,0.0271974447456713,0.0118603466552859,0.0228279771260409,0.066049899341763,0.0345763634475374,0.0182595528636323,0.0923254206038258,0.0402709038812191,0.0545194261300233,0.00815411693526209,0.0451159811903425,0.0319446386131693,0.0427228470706732,0.0192127284325866,0.0777966543432725,0.0151633680148113,0.0305454804067989,0.0214599558732015,0.100199741510986,0.0238945133396929,0.0707899412714667,0.0522517015599102,0.0336120982178641,0.0577446856516624,0.0725807370928947,0.0647272057016466,0.0662428422097602,0.0372888339513803,0.0805917719381207,0.0479346545675784,0.0510648761112162,0.0339142476419408,0.138505668130421,0.0217852983489758,0.0844634812790784,0.08816553529075,0.177700772788563,0.0432503276539974,0.0613515031871522,0.0473674310436225,0.0408369831165026,0.1026926775656,0.0838429704171865,0.070797951916391,0.112576040210599,0.0196381398594428,0.104255483323367,0.0126469716431183,0.0444171219059679,0.0216252262551205,0.0229997570699781,0.0141701219757659,0.0606566605314257,0.0216153214484385,0.0620802048006756,0.0463773693832387,0.0388830396219419,0.00694277550802425,0.0538174078150132,0.0360273500039804,0.0665282285676111,0.0471531931409918,0.0534340648229784,0.0597139721636734,0.0850421225324274,0.049661863369574,0.0643802053610123,0.039813072768101,0.050864441326992,0.00497780871986772,0.0548178330766463,0.0745390753990093,0.0985764071778517,0.00742523764840276,0.0678281627163331,0.036020710746721,0.0442764888782588,0.0748755680588617,0.0530517918196784
"27","CD4+ T Cell (Naive) CCR4lo CD127hi CD38lo",0.00415400384829794,0.00397750451658022,0.00477767265846736,0.00295650459997333,0.00102324819908317,0.00495556103015028,0.00590974212034384,0.00582678056231261,0.00129410630945661,0.00117045112530515,0.00555316790698727,0.023750434218961,0.0198628306760488,0.0121802258584927,0,0.00612193180959325,0.0166451240305814,0.00168006035934868,0.00744442891094646,0.0103799451625539,0.00333971255957072,0.00532833962373428,0.00307700331169,0.00261953867671811,0.00156518131588376,0.00508361727959895,0.00133858510016309,0.0085320295140224,0.00825212474579459,0,0.00264307241051427,0.00846414281317328,0.0131993937904481,0.005699934914238,0.0168246120038456,0.00990930892386678,0.00490608535811834,0.00922262152449404,0.0185248086118151,0.011198807775503,0.00972802630677536,0.010409866331881,0.00261715874703525,0.00445114613388236,0.00195198126097989,0.00671012450450846,0.00552335026248739,0.00327624324108356,0,0,0.0030341979392739,0.00990166521364316,0.026092807655884,0.00910029128648315,0.00582946349174983,0.00339404826763654,0.00258804102759519,0.00163977764757999,0,0.00144842286357628,0.00219861725517205,0.00410393106451485,0.0109929760415664,0.00413027415168337,0.00137520361024326,0.00853015992034217,0,0,0.00120420776067117,0,0.00435486961520372,0.00560442349139857,0.00251034063803747,0,0.000910359895612065,0.00456538422058529,0.0061787485858498,0.00233241572783902,0.00280338470005504,0.00611141976867519,0.0233160621761658,0.00567387257390731,0.00346728389897469,0.00982061707725424,0.00356344225636587,0.00365328605799671
